class,Vectorizer,Model,Scaler,val_f1_macro,test_f1_macro,val_f1_micro,test_f1_micro,val_f1_weighted,test_f1_weighted,val_precision,test_precision,val_recall,test_recall,val_f1_score,test_f1_score,val_accuracy,test_accuracy,val_auc_roc,test_auc_roc
0,BOW Bigram,GradientBoostingClassifier,None,0.5004409235032596,0.4999992142570711,0.9654691888192181,0.9659408724730202,0.9818377096982787,0.9820894753722839,0.9997022136969935,0.999689235499861,0.9657358180192716,0.9662208534139409,0.9824215206661396,0.9826672243583833,0.9654691888192181,0.9659408724730202,0.8885079119239709,0.8373551129561053
0,BOW Trigram,GradientBoostingClassifier,None,0.5006487790580443,0.5002822141286096,0.9659988251676724,0.966484268125855,0.9821118936964756,0.9823702851260002,0.9996999201305499,0.9996894141820382,0.9662681517840924,0.9667645744812312,0.9826957851021466,0.9829480314874078,0.9659988251676724,0.966484268125855,0.8899675301907519,0.8344709288930351
0,BOW Unigram,GradientBoostingClassifier,None,0.49950229114268985,0.4989744690871615,0.9640488900896664,0.9645671834625323,0.9811006877188063,0.9813763667219618,0.9996918843952024,0.9996750080109132,0.9643241646410173,0.9648596496231024,0.9816847431890431,0.9819544891810346,0.9640488900896664,0.9645671834625323,0.8836758532941636,0.8360677360934012
0,TF-IDF Bigram,GradientBoostingClassifier,None,0.5016280167868635,0.5004436333767032,0.9722499320120376,0.9727200182398541,0.9853389282033297,0.9855864103804012,0.999628755713206,0.9995938048896343,0.9725943417075349,0.9730991150274237,0.9859255456194245,0.9861678175776322,0.9722499320120376,0.9727200182398541,0.8421596598591329,0.7920013887248039
0,TF-IDF Trigram,GradientBoostingClassifier,None,0.49480851402447434,0.49420890958909053,0.9562444615157715,0.9570926432588539,0.9770361343520138,0.977484296677495,0.999642404775683,0.9996049607663761,0.95656015984302,0.9574452714327811,0.977620952908809,0.9780634659481025,0.9562444615157715,0.9570926432588539,0.8119669784867714,0.7403342173553483
0,TF-IDF Unigram,GradientBoostingClassifier,None,0.5032270209232479,0.5025492244960152,0.9754467639288933,0.9763261893904848,0.9869798390929495,0.9874363983761871,0.9996227305366542,0.9995952858518701,0.9758002407992177,0.9767074457467134,0.9875665073487223,0.9880174992522633,0.9754467639288933,0.9763261893904848,0.862761761909192,0.8135786324681866
0,Word2Vec,GradientBoostingClassifier,None,0.5220302261643103,0.5320400143438753,0.9960811713550534,0.9961164310685515,0.9974598819036717,0.9974962551366959,0.9994899681617053,0.9995347539059234,0.9965873651594213,0.9965779792967748,0.9980364563333739,0.9980540694982007,0.9960811713550534,0.9961164310685515,0.7353889357579332,0.725155880738052
1,BOW Bigram,GradientBoostingClassifier,None,0.5004409235032596,0.4999992142570711,0.9654691888192181,0.9659408724730202,0.9818377096982787,0.9820894753722839,0.009396855987500695,0.00882024512083257,0.5254901960784314,0.4984126984126984,0.01846032634037968,0.017331204155759013,0.9654691888192181,0.9659408724730202,0.8885079119239709,0.8373551129561053
1,BOW Trigram,GradientBoostingClassifier,None,0.5006487790580443,0.5002822141286096,0.9659988251676724,0.966484268125855,0.9821118936964756,0.9823702851260002,0.009471333010200731,0.008968115474763784,0.5215686274509804,0.4984126984126984,0.018601773013941964,0.017616396769811422,0.9659988251676724,0.966484268125855,0.8899675301907519,0.8344709288930351
1,BOW Unigram,GradientBoostingClassifier,None,0.49950229114268985,0.4989744690871615,0.9640488900896664,0.9645671834625323,0.9811006877188063,0.9813763667219618,0.008811460077488415,0.008135384242443856,0.5098039215686275,0.47619047619047616,0.017319839096336557,0.015994448993288342,0.9640488900896664,0.9645671834625323,0.8836758532941636,0.8360677360934012
1,TF-IDF Bigram,GradientBoostingClassifier,None,0.5016280167868635,0.5004436333767032,0.9722499320120376,0.9727200182398541,0.9853389282033297,0.9855864103804012,0.008855919565755764,0.007523263377341294,0.403921568627451,0.33968253968253964,0.017330487954302625,0.014719449175774146,0.9722499320120376,0.9727200182398541,0.8421596598591329,0.7920013887248039
1,TF-IDF Trigram,GradientBoostingClassifier,None,0.49480851402447434,0.49420890958909053,0.9562444615157715,0.9570926432588539,0.9770361343520138,0.977484296677495,0.006082748767613149,0.005251989114620288,0.43529411764705883,0.3682539682539682,0.01199607514013969,0.010354353230078593,0.9562444615157715,0.9570926432588539,0.8119669784867714,0.7403342173553483
1,TF-IDF Unigram,GradientBoostingClassifier,None,0.5032270209232479,0.5025492244960152,0.9754467639288933,0.9763261893904848,0.9869798390929495,0.9874363983761871,0.009678894775425306,0.008763010318970059,0.3921568627450981,0.33968253968253964,0.018887534497773424,0.01708094973976716,0.9754467639288933,0.9763261893904848,0.862761761909192,0.8135786324681866
1,Word2Vec,GradientBoostingClassifier,None,0.5220302261643103,0.5320400143438753,0.9960811713550534,0.9961164310685515,0.9974598819036717,0.9974962551366959,0.026948379669623403,0.03887563383139437,0.1607843137254902,0.2253968253968254,0.046023995995246564,0.06602595918954984,0.9960811713550534,0.9961164310685515,0.7353889357579332,0.725155880738052
