class,Vectorizer,Model,Scaler,val_f1_macro,test_f1_macro,val_f1_micro,test_f1_micro,val_f1_weighted,test_f1_weighted,val_precision,test_precision,val_recall,test_recall,val_f1_score,test_f1_score,val_accuracy,test_accuracy,val_auc_roc,test_auc_roc
0,BOW Bigram,OneVsRestClassifier,None,0.10941749590007645,0.10945273631840796,0.19635291006472153,0.19642857142857142,0.06445333242921371,0.06449893390191898,0.0,0.0,0.0,0.0,0.0,0.0,0.19635291006472153,0.19642857142857142,0.5,0.5
0,BOW Trigram,OneVsRestClassifier,None,0.10941749590007645,0.10945273631840796,0.19635291006472153,0.19642857142857142,0.06445333242921371,0.06449893390191898,0.0,0.0,0.0,0.0,0.0,0.0,0.19635291006472153,0.19642857142857142,0.5,0.5
0,BOW Unigram,OneVsRestClassifier,None,0.10941749590007645,0.10945273631840796,0.19635291006472153,0.19642857142857142,0.06445333242921371,0.06449893390191898,0.0,0.0,0.0,0.0,0.0,0.0,0.19635291006472153,0.19642857142857142,0.5,0.5
0,TF-IDF Bigram,OneVsRestClassifier,None,0.10941749590007645,0.10945273631840796,0.19635291006472153,0.19642857142857142,0.06445333242921371,0.06449893390191898,0.0,0.0,0.0,0.0,0.0,0.0,0.19635291006472153,0.19642857142857142,0.5,0.5
0,TF-IDF Trigram,OneVsRestClassifier,None,0.10941749590007645,0.10945273631840796,0.19635291006472153,0.19642857142857142,0.06445333242921371,0.06449893390191898,0.0,0.0,0.0,0.0,0.0,0.0,0.19635291006472153,0.19642857142857142,0.5,0.5
0,TF-IDF Unigram,OneVsRestClassifier,None,0.10941749590007645,0.10945273631840796,0.19635291006472153,0.19642857142857142,0.06445333242921371,0.06449893390191898,0.0,0.0,0.0,0.0,0.0,0.0,0.19635291006472153,0.19642857142857142,0.5,0.5
0,Word2Vec,OneVsRestClassifier,None,0.10941749590007645,0.10945273631840796,0.19635291006472153,0.19642857142857142,0.06445333242921371,0.06449893390191898,0.0,0.0,0.0,0.0,0.0,0.0,0.19635291006472153,0.19642857142857142,0.5,0.5
1,BOW Bigram,OneVsRestClassifier,None,0.10941749590007645,0.10945273631840796,0.19635291006472153,0.19642857142857142,0.06445333242921371,0.06449893390191898,0.0,0.0,0.0,0.0,0.0,0.0,0.19635291006472153,0.19642857142857142,0.5,0.5
1,BOW Trigram,OneVsRestClassifier,None,0.10941749590007645,0.10945273631840796,0.19635291006472153,0.19642857142857142,0.06445333242921371,0.06449893390191898,0.0,0.0,0.0,0.0,0.0,0.0,0.19635291006472153,0.19642857142857142,0.5,0.5
1,BOW Unigram,OneVsRestClassifier,None,0.10941749590007645,0.10945273631840796,0.19635291006472153,0.19642857142857142,0.06445333242921371,0.06449893390191898,0.0,0.0,0.0,0.0,0.0,0.0,0.19635291006472153,0.19642857142857142,0.5,0.5
1,TF-IDF Bigram,OneVsRestClassifier,None,0.10941749590007645,0.10945273631840796,0.19635291006472153,0.19642857142857142,0.06445333242921371,0.06449893390191898,0.0,0.0,0.0,0.0,0.0,0.0,0.19635291006472153,0.19642857142857142,0.5,0.5
1,TF-IDF Trigram,OneVsRestClassifier,None,0.10941749590007645,0.10945273631840796,0.19635291006472153,0.19642857142857142,0.06445333242921371,0.06449893390191898,0.0,0.0,0.0,0.0,0.0,0.0,0.19635291006472153,0.19642857142857142,0.5,0.5
1,TF-IDF Unigram,OneVsRestClassifier,None,0.10941749590007645,0.10945273631840796,0.19635291006472153,0.19642857142857142,0.06445333242921371,0.06449893390191898,0.0,0.0,0.0,0.0,0.0,0.0,0.19635291006472153,0.19642857142857142,0.5,0.5
1,Word2Vec,OneVsRestClassifier,None,0.10941749590007645,0.10945273631840796,0.19635291006472153,0.19642857142857142,0.06445333242921371,0.06449893390191898,0.0,0.0,0.0,0.0,0.0,0.0,0.19635291006472153,0.19642857142857142,0.5,0.5
2,BOW Bigram,OneVsRestClassifier,None,0.10941749590007645,0.10945273631840796,0.19635291006472153,0.19642857142857142,0.06445333242921371,0.06449893390191898,0.19635291006472153,0.19642857142857142,1.0,1.0,0.32825248770022936,0.3283582089552239,0.19635291006472153,0.19642857142857142,0.5,0.5
2,BOW Trigram,OneVsRestClassifier,None,0.10941749590007645,0.10945273631840796,0.19635291006472153,0.19642857142857142,0.06445333242921371,0.06449893390191898,0.19635291006472153,0.19642857142857142,1.0,1.0,0.32825248770022936,0.3283582089552239,0.19635291006472153,0.19642857142857142,0.5,0.5
2,BOW Unigram,OneVsRestClassifier,None,0.10941749590007645,0.10945273631840796,0.19635291006472153,0.19642857142857142,0.06445333242921371,0.06449893390191898,0.19635291006472153,0.19642857142857142,1.0,1.0,0.32825248770022936,0.3283582089552239,0.19635291006472153,0.19642857142857142,0.5,0.5
2,TF-IDF Bigram,OneVsRestClassifier,None,0.10941749590007645,0.10945273631840796,0.19635291006472153,0.19642857142857142,0.06445333242921371,0.06449893390191898,0.19635291006472153,0.19642857142857142,1.0,1.0,0.32825248770022936,0.3283582089552239,0.19635291006472153,0.19642857142857142,0.5,0.5
2,TF-IDF Trigram,OneVsRestClassifier,None,0.10941749590007645,0.10945273631840796,0.19635291006472153,0.19642857142857142,0.06445333242921371,0.06449893390191898,0.19635291006472153,0.19642857142857142,1.0,1.0,0.32825248770022936,0.3283582089552239,0.19635291006472153,0.19642857142857142,0.5,0.5
