class,Vectorizer,Model,Scaler,val_f1_macro,test_f1_macro,val_f1_micro,test_f1_micro,val_f1_weighted,test_f1_weighted,val_precision,test_precision,val_recall,test_recall,val_f1_score,test_f1_score,val_accuracy,test_accuracy,val_auc_roc,test_auc_roc
1,TF-IDF Bigram,OneVsRestClassifier,MaxAbsScaler,0.42497306751328706,0.4234764499154708,0.49944526584175863,0.49816384180790957,0.5032142485242269,0.5024413922688908,0.258148196682696,0.2533291018479034,0.2659517679125522,0.26720502467474205,0.2619050295909002,0.2600395697620171,0.49944526584175863,0.49816384180790957,0.6118556181821727,0.6090327435188279
1,TF-IDF Trigram,OneVsRestClassifier,MaxAbsScaler,0.42817700425488603,0.42522319143501136,0.5099626908174649,0.5066585956416465,0.5098875556786003,0.5069629478468523,0.2654045655423606,0.257292115418446,0.25238774297597827,0.25015702108568866,0.2585823641890344,0.2535792327828373,0.5099626908174649,0.5066585956416465,0.6160241417035142,0.6123858741161549
1,TF-IDF Unigram,OneVsRestClassifier,MaxAbsScaler,0.41496126043071513,0.41912224505947104,0.4806547958059701,0.48559322033898306,0.48917386582070876,0.4940313801491006,0.2545183139806822,0.2563724311605743,0.2874751247300267,0.29062359802602067,0.2698534761559836,0.2723514148172838,0.4806547958059701,0.48559322033898306,0.6008294608559546,0.6032500378164257
1,Word2Vec,OneVsRestClassifier,MaxAbsScaler,0.3877326722825242,0.3954105213558449,0.4403496882029219,0.44529862792574654,0.45258854302384255,0.4567591071416947,0.2650611390061805,0.26950564575250513,0.30856652425279874,0.3140421713772993,0.2843386115656918,0.28953065030912745,0.4403496882029219,0.44529862792574654,0.5727957185430348,0.5798344991011272
2,BOW Bigram,OneVsRestClassifier,MaxAbsScaler,0.4294822732924725,0.42000084617141564,0.5372525814867157,0.5296206618240517,0.5226882020943255,0.5155637623141656,0.397176349337067,0.3789357239294512,0.3217726396917148,0.300462249614792,0.3552552423636317,0.3350980859349032,0.5372525814867157,0.5296206618240517,0.6115092112546504,0.6072960239168427
2,BOW Trigram,OneVsRestClassifier,MaxAbsScaler,0.42866531019837895,0.42195496431494206,0.5495611391492843,0.5432606941081518,0.526778803509213,0.5213795775894249,0.4170375357468588,0.39917773692997466,0.3022479126525369,0.2903954802259887,0.35024743134334685,0.33613786498431825,0.5495611391492843,0.5432606941081518,0.614988375336827,0.6106520732256187
2,BOW Unigram,OneVsRestClassifier,MaxAbsScaler,0.4213588445305185,0.4242782045066165,0.49752787074545285,0.503410008071025,0.5008030479689517,0.5064077089627649,0.34949954474508316,0.34659590920539457,0.3546563904945408,0.34607087827426813,0.35189492423618784,0.346249453915741,0.49752787074545285,0.503410008071025,0.6001745930307304,0.6008258021596823
2,TF-IDF Bigram,OneVsRestClassifier,MaxAbsScaler,0.42497306751328706,0.4234764499154708,0.49944526584175863,0.49816384180790957,0.5032142485242269,0.5024413922688908,0.3552769496765365,0.35572455839431777,0.3890815671162492,0.38181818181818183,0.3712045214401811,0.3681775927212408,0.49944526584175863,0.49816384180790957,0.6118556181821727,0.6090327435188279
2,TF-IDF Trigram,OneVsRestClassifier,MaxAbsScaler,0.42817700425488603,0.42522319143501136,0.5099626908174649,0.5066585956416465,0.5098875556786003,0.5069629478468523,0.3586186275156058,0.3601616767986214,0.38587026332691077,0.3813045711350796,0.37137134165903457,0.3702616969612736,0.5099626908174649,0.5066585956416465,0.6160241417035142,0.6123858741161549
2,TF-IDF Unigram,OneVsRestClassifier,MaxAbsScaler,0.41496126043071513,0.41912224505947104,0.4806547958059701,0.48559322033898306,0.48917386582070876,0.4940313801491006,0.334334697941102,0.3397357163765198,0.37906229929351315,0.38089368258859785,0.3551139569868808,0.3590076909953229,0.4806547958059701,0.48559322033898306,0.6008294608559546,0.6032500378164257
2,Word2Vec,OneVsRestClassifier,MaxAbsScaler,0.3877326722825242,0.3954105213558449,0.4403496882029219,0.44529862792574654,0.45258854302384255,0.4567591071416947,0.27838729576088217,0.2957214175753993,0.36056518946692356,0.38161273754494096,0.31375782112133943,0.3329226684794909,0.4403496882029219,0.44529862792574654,0.5727957185430348,0.5798344991011272
